city,city_year_mean
Guarulhos,16.904321508022356
Ribeirão Preto,16.87213244918136
Campinas,16.736342550341917
Osasco,15.83710955072528
São Bernardo do Campo,15.323634191736446
São Paulo,14.927575230149364
Duque de Caxias,10.686128896354624
Manaus,9.927855094692418
Rio de Janeiro,9.825757769418079
Belém,6.546063275624445
