city,city_year_mean
Rio de Janeiro,44.0519085257466
Guarulhos,42.00955077489217
São Paulo,40.03765064017747
Duque de Caxias,35.804345783296064
Osasco,34.24624310843642
São Bernardo do Campo,26.3267765936408
Sorocaba,17.890221037379696
Campinas,14.131515337634815
Ribeirão Preto,10.013496825129758
